施設名,調査_年月日,郵便番号,全国地方公共団体コード,都道府県名,市区町村名,町丁目名,電話番号,施設URL,緯度,経度,駐車場の有無,駐車可能台数,車いす専用駐車場の有無,駐車可能台数2,エレベーターの有無,台数（Aタイプ）,定員数（Aタイプ）,奥行(cm)（Aタイプ）,入口幅(cm)（Aタイプ）,音声案内の有無（Aタイプ）,点字表示(エレベーター内)の有無（Aタイプ）,車いす利用者用パネル(ボタン)の有無（Aタイプ）,台数（Bタイプ）,定員数（Bタイプ）,奥行(cm)（Bタイプ）,入口幅(cm)（Bタイプ）,音声案内の有無（Bタイプ）,点字表示(エレベーター内)の有無（Bタイプ）,車いす利用者用パネル(ボタン)の有無（Bタイプ）,台数（Cタイプ）,定員数（Cタイプ）,奥行(cm)（Cタイプ）,入口幅(cm)（Cタイプ）,音声案内の有無（Cタイプ）,点字表示(エレベーター内)の有無（Cタイプ）,車いす利用者用パネル(ボタン)の有無（Cタイプ）,台数（Dタイプ）,定員数（Dタイプ）,奥行(cm)（Dタイプ）,入口幅(cm)（Dタイプ）,音声案内の有無（Dタイプ）,点字表示(エレベーター内)の有無（Dタイプ）,車いす利用者用パネル(ボタン)の有無（Dタイプ）,台数（Eタイプ）,定員数（Eタイプ）,奥行(cm)（Eタイプ）,入口幅(cm)（Eタイプ）,音声案内の有無（Eタイプ）,点字表示(エレベーター内)の有無（Eタイプ）,車いす利用者用パネル(ボタン)の有無（Eタイプ）,入口名称,自動ドアの有無,施設出入口付近スロープの有無,施設出入口の間口有効寸法(cm),施設出入口の段差の有無,段差の高さ(cm),階段の手すりの有無,点字ブロックの有無,敷地内道路の点字ブロックの有無,館内の点字ブロックの有無,点字や浮き出し文字による館内案内マップの有無,だれでもトイレの設置有無,施設内合計設置数,設置フロア階層,オストメイト対応トイレの有無,施設内合計設置数3,設置フロア階層4,エスカレーターの有無,車いす対応エスカレーターの有無（階段昇降機の有無）,可動式スロープの有無,補助犬のエサ用ボールの有無,個数,補助犬のマットの有無,枚数,補助犬専用トイレの有無,設置箇所数,筆談対応用備品の有無,個数5,聴覚障害者用　振動時計の有無,個数6,聴覚障害者用　タッチパネルの有無,個数7,フラッシュベル（聴覚障害者用アラートシステム）の貸出の可否,個数8,ベビーチェアの貸出の可否,台数,ベビーベッドの貸出の可否,台数9,ベビーカーの貸出の可否,台数10,車いすの貸出の可否,台数11,シャワーチェアの貸出の可否,台数12,移動式手すりの貸出の可否,個数13,点字や浮き出し文字による館内案内マップの貸出の可否,個数14,施設内おむつ交換台の有無,台数15,字幕対応テレビの有無,個数16,スタッフの手話対応の可否,対応可能日時（曜日や時間帯等）,スタッフの筆談対応の可否,対応可能日時（曜日や時間帯等）17,送迎車の有無,ノンステップ対応車の有無,（乗降車時における車いす使用者への対応）ドアマン・ベルスタッフ対応の可否,（乗降車時における車いす使用者への対応）乗降車用スロープの配備有無,傾斜型自動券売機の有無,ホームドアの有無,授乳室の有無,備考
水元公園,2024/12/4,1250034,131229,東京都,葛飾区,水元公園,03-3607-8321,https://www.tokyo-park.or.jp/park/mizumoto/,35.787198,139.869841,有,,有,3,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,18,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,6,無,,無,,無,,有,15,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。<br> 「住所」欄にはサービスセンターの住所を記載しております。<br> 「住所」欄に記載のほかに、葛飾区水元猿町・東金町五、八丁目・埼玉県三郷市高洲三丁目にもございます。
武蔵国分寺公園,2024/4/1,1850024,132144,東京都,国分寺市,泉町二丁目,042-323-8123,https://musashinoparks.com/kouen/musasikoku/,35.69685,139.472757,有,,有,4,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,3,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,無,,有,3,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。<br> 「住所」欄にはサービスセンターの住所を記載しております。<br> 「住所」欄に記載のほかに、国分寺市西元町二丁目にもございます。
武蔵野公園,2024/4/1,1830002,132063,東京都,府中市,多磨町二丁目,042-361-6861,https://musashinoparks.com/kouen/musasino/,35.687906,139.520496,有,,有,1,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,5,,有,3,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,有,5,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。<br> 「住所」欄にはサービスセンターの住所を記載しております。<br> 「住所」欄に記載のほかに、小金井市前原町二丁目、東町五丁目、中町一丁目、府中市多磨町三丁目にもございます。
武蔵野中央公園,2024/12/4,1800011,132039,東京都,武蔵野市,八幡町二丁目,0422-54-1884,https://www.tokyo-park.or.jp/park/musashino-chuo/,35.718669,139.55854,有,,有,2,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,3,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,有,3,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。
武蔵野の森公園,2024/12/4,1830003,132063,東京都,府中市,朝日町三丁目,042-365-8435,https://www.tokyo-park.or.jp/park/musashino-no-mori/,35.676093,139.522366,有,,有,9,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,8,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,無,,有,10,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。<br> 「住所」欄にはサービスセンターの住所を記載しております。<br> 「住所」欄に記載のほかに、調布市西町、三鷹市大沢五・六丁目にもございます。
夢の島公園,2024/4/1,1360081,131083,東京都,江東区,夢の島二丁目,03-3522-0281,https://www.yumenoshima.jp/park/,35.651124,139.82782,有,,有,9,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,6,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,6,無,,無,,有,,無,無,無,無,無,無,無,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。<br> 「住所」欄にはサービスセンターの住所を記載しております。<br> 「住所」欄に記載のほかに、江東区夢の島一丁目にもございます。
横網町公園,2024/11/30,1300015,131075,東京都,墨田区,横網二丁目,03-3622-1208,https://tokyoireikyoukai.or.jp/,35.699188,139.796883,無,,有,1,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,2,,有,1,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,無,,有,3,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。
代々木公園,2024/12/4,1510052,131130,東京都,渋谷区,代々木神園町・神南二丁目,03-3469-6081,https://www.tokyo-park.or.jp/park/yoyogi/,35.671736,139.694945,有,,有,4,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,14,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,4,無,,無,,無,,有,5,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。<br> 「住所」欄にはサービスセンターの住所を記載しております。<br> 「住所」欄に記載のほかに、渋谷区神南二丁目にもございます。
陵南公園,2024/4/1,1930824,132012,東京都,八王子市,長房町,042-661-0042,https://tamaparks.com/kouen/ryonan/,35.649066,139.289172,有,,有,2,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,3,,有,1,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,有,2,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。<br> 「住所」欄にはサービスセンターの住所を記載しております。<br> 「住所」欄に記載のほかに、八王子市東浅川町にもございます。
林試の森公園,2024/12/4,1420061,131091,東京都,品川区,小山台二丁目,03-3792-3800,https://www.tokyo-park.or.jp/park/rinshinomori/,35.624931,139.703329,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,4,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,無,,有,4,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。<br> 「住所」欄にはサービスセンターの住所を記載しております。<br> 「住所」欄に記載のほかに、目黒区下目黒五丁目にもございます。
蘆花恒春園,2024/12/4,1570063,131121,東京都,世田谷区,粕谷一丁目,03-3302-5016,https://www.tokyo-park.or.jp/park/rokakoshun-en/,35.661969,139.61091,有,,有,3,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,3,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,無,,有,4,無,,無,,有,,無,無,無,無,無,無,無,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。
六仙公園,2024/4/1,2030054,132225,東京都,東久留米市,中央町三丁目,042-475-1031,https://musashinoparks.com/kouen/rokusen/,35.750302,139.522698,有,,有,2,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,2,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,有,,無,無,無,無,無,無,有,工事のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください
和田堀公園,2024/12/4,1680061,131156,東京都,杉並区,大宮二丁目,03-3313-4247,https://www.tokyo-park.or.jp/park/wadabori/,35.685224,139.64057,有,,有,10,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,6,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,有,5,無,,無,,有,,無,無,無,無,無,無,無,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。<br> 「住所」欄に記載のほかに、杉並区大宮一丁目、成田東一・二丁目、成田西一丁目、堀ノ内一・二丁目、松ノ木一丁目にもございます。
旧岩崎邸庭園,2024/12/4,1100008,131067,東京都,台東区,池之端一丁目,03-3823-8340,https://www.tokyo-park.or.jp/park/kyu-iwasaki-tei/,35.70976,139.767205,無,,有,1,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,3,,有,2,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,無,,有,4,無,,無,,有,,無,無,無,無,無,無,有,工事のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください
旧芝離宮恩賜庭園,2024/12/4,1050022,131032,東京都,港区,海岸一丁目,03-3434-4029,https://www.tokyo-park.or.jp/park/kyu-shiba-rikyu/,35.655799,139.758046,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,1,,有,1,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,無,,有,1,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各庭園へお問合せください。
旧古河庭園,2024/12/4,1140024,131172,東京都,北区,西ヶ原一丁目,03-3910-0394,https://www.tokyo-park.or.jp/park/kyu-furukawa/,35.743102,139.746698,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,1,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,無,,有,1,無,,無,,有,,無,無,無,無,無,無,無,工事等のため対応状況が変更となる場合がございますので、詳細は各庭園へお問合せください。
清澄庭園,2024/12/4,1350024,131083,東京都,江東区,清澄三丁目,03-3641-5892,https://www.tokyo-park.or.jp/park/kiyosumi/,35.680676,139.797804,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,5,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,4,無,,無,,無,,有,4,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各庭園へお問合せください。<br> 「住所」欄に記載のほかに、江東区清澄二丁目にもございます。
小石川後楽園,2024/12/4,1120004,131059,東京都,文京区,後楽一丁目,03-3811-3015,https://www.tokyo-park.or.jp/park/koishikawakorakuen/,35.704864,139.747649,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,3,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,無,,有,5,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各庭園へお問合せください。
殿ヶ谷戸庭園,2024/12/4,1850021,132144,東京都,国分寺市,南町二丁目,042-324-7991,https://www.tokyo-park.or.jp/park/tonogayato/,35.69876,139.48202,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,1,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各庭園へお問合せください。
浜離宮恩賜庭園,2024/12/4,1040046,131024,東京都,中央区,浜離宮庭園,03-3541-0200,https://www.tokyo-park.or.jp/park/hama-rikyu/,35.659737,139.763493,無,,有,10,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,4,,有,4,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,4,無,,無,,無,,有,8,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各庭園へお問合せください。
向島百花園,2024/12/4,1310032,131075,東京都,墨田区,東向島三丁目,03-3611-8705,https://www.tokyo-park.or.jp/park/mukojima-hyakkaen/,35.724215,139.815601,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,2,,有,2,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,無,,有,4,無,,無,,有,,無,無,無,無,無,無,無,工事等のため対応状況が変更となる場合がございますので、詳細は各庭園へお問合せください。
六義園,2024/12/4,1130021,131059,東京都,文京区,本駒込六丁目,03-3941-2222,https://www.tokyo-park.or.jp/park/rikugien/,35.732759,139.747707,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,1,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,6,無,,無,,無,,有,1,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各庭園へお問合せください。
井の頭自然文化園,2024/4/1,1800005,132039,東京都,武蔵野市,御殿山1-17-6,0422-46-1100,https://www.tokyo-zoo.net/zoo/ino/,35.700667,139.571684,有,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,8,,有,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,9,無,,無,,無,,有,11,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。
恩賜上野動物園,2024/4/1,1100007,131067,東京都,台東区,上野公園,03-3828-5171,https://www.tokyo-zoo.net/zoo/ueno/,35.716453,139.771317,無,,無,,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,14,,有,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,B型400台,有,31,無,,無,,無,,有,30,無,,無,,有,,無,無,無,無,無,無,有,ベビーカーの貸出：1台につき1日500円の使用料がかかります<br> エレベーター：小獣館・いそっぷ橋・子ども動物園すてっぷ<br> 工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。
葛西臨海水族園,2024/4/1,1340086,131237,東京都,江戸川区,臨海町六丁目,03-3869-5152,https://www.tokyo-zoo.net/zoo/kasai/,35.642245,139.860296,無,,無,,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,4,,有,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,15,無,,無,,無,,有,15,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。
神代植物公園,2024/12/4,1820017,132080,東京都,調布市,深大寺元町五丁目,042-483-2300,https://www.tokyo-park.or.jp/park/jindai/,35.67128,139.548348,有,,有,5,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,14,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,11,有,15,無,,無,,無,,有,13,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。<br> 「住所」欄に記載のほかに、調布市深大寺元町五丁目、深大寺北町一・二丁目、深大寺南町四・五丁目にもございます。
多摩動物公園,2024/4/1,1910042,132128,東京都,日野市,程久保七丁目,042-591-1611,https://www.tokyo-zoo.net/zoo/tama/,35.64964,139.403235,有,,有,9,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,16,,有,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,B型100台,有,16,無,,無,,無,,有,36,無,,有,,有,,無,無,無,無,無,無,有,各数字には七生公園分を含みます。<br> 障害者等用駐車場区画：正門前駐車場3台・モノレール下駐車場6台<br> 貸出車椅子：無料<br> エレベーター：昆虫園本館・昆虫生態園・アフリカ園無料休憩所・ライオンバスステーション<br> 工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。
夢の島熱帯植物館,2024/4/1,1360081,131083,東京都,江東区,夢の島2-1-2（夢の島公園内）,03-3522-0281,https://www.yumenoshima.jp/botanicalhall/,35.651256,139.82938,有,,有,3,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,1,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,有,4,無,,無,,無,,有,2,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。
青山霊園,2024/12/4,1070062,131032,東京都,港区,南青山2-32-2,03-3401-3652,https://www.tokyo-park.or.jp/reien/aoyama/,35.667038,139.721913,有,,有,2,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,4,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,無,,有,2,無,,無,,有,,無,無,無,無,無,無,無,工事等のため対応状況が変更となる場合がございますので、詳細は各霊園へお問合せください。
小平霊園,2024/12/4,1890012,132136,東京都,東村山市,萩山町1-16-1,042-341-0050,https://www.tokyo-park.or.jp/reien/kodaira/,35.743655,139.485298,無,,有,2,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,6,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,無,,有,6,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各霊園へお問合せください。
雑司ケ谷霊園,2024/12/4,1710022,131164,東京都,豊島区,南池袋4-25-1,03-3971-6868,https://www.tokyo-park.or.jp/reien/zoshigaya/,35.722998,139.719802,有,,有,1,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,無,1,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,有,1,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各霊園へお問合せください。
染井霊園,2024/12/4,1700003,131164,東京都,豊島区,駒込5-5-1,03-3918-3502,https://www.tokyo-park.or.jp/reien/somei/,35.738732,139.737233,有,,有,1,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,1,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,無,,有,1,無,,無,,有,,無,無,無,無,無,無,無,工事等のため対応状況が変更となる場合がございますので、詳細は各霊園へお問合せください。
多磨霊園,2024/12/4,1830002,132063,東京都,府中市,多磨町4-628,042-365-2079,https://www.tokyo-park.or.jp/reien/tama/,35.685284,139.510432,無,,有,2,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,4,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,無,,有,1,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各霊園へお問合せください。
八王子霊園,2024/12/4,1930826,132012,東京都,八王子市,元八王子町3-2536,042-663-1533,https://www.tokyo-park.or.jp/reien/hachioji/,35.660542,139.26823,有,,有,1,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,8,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,有,2,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各霊園へお問合せください。
谷中霊園,2024/12/4,1100001,131067,東京都,台東区,谷中7-5-24,03-3821-4456,https://www.tokyo-park.or.jp/reien/yanaka/,35.724256,139.771672,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,2,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,有,2,無,,無,,有,,無,無,無,無,無,無,無,工事等のため対応状況が変更となる場合がございますので、詳細は各霊園へお問合せください。
八柱霊園,2024/12/4,2702255,132071,千葉県,松戸市,田中新田48-2,047-387-2181,https://www.tokyo-park.or.jp/reien/yahashira/,35.781809,139.94692,無,,有,3,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,4,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,無,,有,3,無,,無,,有,,無,無,無,無,無,無,無,工事等のため対応状況が変更となる場合がございますので、詳細は各霊園へお問合せください。
青山葬儀所,2024/4/1,1070062,131032,東京都,港区,南青山2-33-20,休止中,https://www.kensetsu.metro.tokyo.lg.jp/aoyamasougisyo.html,35.666297,139.7238911,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,無,休止中,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,休止中,無,休止中,無,,無,,無,,無,休止中,無,,無,休止中,無,休止中,無,無,無,無,無,無,無,令和３年４月１日より建替えのため施設の使用を休止しています。
瑞江葬儀所,2024/12/4,1320003,131237,東京都,江戸川区,春江町3-26-1,03-3670-0131,https://www.tokyo-park.or.jp/reien/mizue/,35.694907,139.889772,有,,有,2,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,2,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,11,無,,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,無,工事等のため対応状況が変更となる場合がございますので、詳細はお問合せください。
お台場海浜公園,2022/12/14,1350091,131032,東京都,港区,台場一丁目,03-5531-0852,https://www.tptc.co.jp/park/01_02,35.62998,139.776155,有,345,有,2,有,2,11,90,135,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,無,有,無,有,6,,有,2,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,有,2,無,,無,,無,,有,6,無,,無,,無,,無,無,無,無,無,無,有,東京2020大会に伴い、園地や駐車場が一部利用できない場合があります。詳細は公園ホームページをご覧ください。
シンボルプロムナード公園,2022/12/14,1350091,131032,東京都,港区,台場１丁目,03-5531-0852,https://www.tptc.co.jp/park/01_04,35.627424,139.782009,有,234,有,4,有,4,11,80,135,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,9,,有,3,,有,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,9,無,,無,,無,,無,無,無,無,無,無,有,「住所」欄に記載のほかに、港区台場一丁目、二丁目、江東区青海二丁目、有明二丁目、三丁目にもございます。
青海南ふ頭公園,2022/12/14,1350064,131083,東京都,江東区,青海二丁目,03-5500-2455,https://www.tptc.co.jp/park/01_09,35.61607,139.775636,無,,有,3,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,2,,無,,,無,無,有,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,無,無,無,無,無,無,〇駐車場は、車いす専用駐車場のみです。ご利用の方は事前に0355310852にご連絡ください。〇工事等により、園地や駐車場を一部利用できない場合があります。詳細は公園ホームページをご覧ください。
水の広場公園,2022/12/14,1350064,131083,東京都,江東区,青海一丁目,03-5500-2455,https://www.tptc.co.jp/park/02_04,35.627322,139.784617,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,無,無,無,無,無,無,無,「住所」欄に記載のほかに、江東区青海二丁目、有明三丁目にもございます。
