施設名,調査_年月日,郵便番号,全国地方公共団体コード,都道府県名,市区町村名,町丁目名,電話番号,施設URL,緯度,経度,駐車場の有無,駐車可能台数,車いす専用駐車場の有無,駐車可能台数2,エレベーターの有無,台数（Aタイプ）,定員数（Aタイプ）,奥行(cm)（Aタイプ）,入口幅(cm)（Aタイプ）,音声案内の有無（Aタイプ）,点字表示(エレベーター内)の有無（Aタイプ）,車いす利用者用パネル(ボタン)の有無（Aタイプ）,台数（Bタイプ）,定員数（Bタイプ）,奥行(cm)（Bタイプ）,入口幅(cm)（Bタイプ）,音声案内の有無（Bタイプ）,点字表示(エレベーター内)の有無（Bタイプ）,車いす利用者用パネル(ボタン)の有無（Bタイプ）,台数（Cタイプ）,定員数（Cタイプ）,奥行(cm)（Cタイプ）,入口幅(cm)（Cタイプ）,音声案内の有無（Cタイプ）,点字表示(エレベーター内)の有無（Cタイプ）,車いす利用者用パネル(ボタン)の有無（Cタイプ）,台数（Dタイプ）,定員数（Dタイプ）,奥行(cm)（Dタイプ）,入口幅(cm)（Dタイプ）,音声案内の有無（Dタイプ）,点字表示(エレベーター内)の有無（Dタイプ）,車いす利用者用パネル(ボタン)の有無（Dタイプ）,台数（Eタイプ）,定員数（Eタイプ）,奥行(cm)（Eタイプ）,入口幅(cm)（Eタイプ）,音声案内の有無（Eタイプ）,点字表示(エレベーター内)の有無（Eタイプ）,車いす利用者用パネル(ボタン)の有無（Eタイプ）,入口名称,自動ドアの有無,施設出入口付近スロープの有無,施設出入口の間口有効寸法(cm),施設出入口の段差の有無,段差の高さ(cm),階段の手すりの有無,点字ブロックの有無,敷地内道路の点字ブロックの有無,館内の点字ブロックの有無,点字や浮き出し文字による館内案内マップの有無,だれでもトイレの設置有無,施設内合計設置数,設置フロア階層,オストメイト対応トイレの有無,施設内合計設置数3,設置フロア階層4,エスカレーターの有無,車いす対応エスカレーターの有無（階段昇降機の有無）,可動式スロープの有無,補助犬のエサ用ボールの有無,個数,補助犬のマットの有無,枚数,補助犬専用トイレの有無,設置箇所数,筆談対応用備品の有無,個数5,聴覚障害者用　振動時計の有無,個数6,聴覚障害者用　タッチパネルの有無,個数7,フラッシュベル（聴覚障害者用アラートシステム）の貸出の可否,個数8,ベビーチェアの貸出の可否,台数,ベビーベッドの貸出の可否,台数9,ベビーカーの貸出の可否,台数10,車いすの貸出の可否,台数11,シャワーチェアの貸出の可否,台数12,移動式手すりの貸出の可否,個数13,点字や浮き出し文字による館内案内マップの貸出の可否,個数14,施設内おむつ交換台の有無,台数15,字幕対応テレビの有無,個数16,スタッフの手話対応の可否,対応可能日時（曜日や時間帯等）,スタッフの筆談対応の可否,対応可能日時（曜日や時間帯等）17,送迎車の有無,ノンステップ対応車の有無,（乗降車時における車いす使用者への対応）ドアマン・ベルスタッフ対応の可否,（乗降車時における車いす使用者への対応）乗降車用スロープの配備有無,傾斜型自動券売機の有無,ホームドアの有無,授乳室の有無,備考
東京都渋谷公園通りギャラリー,2022/2/8,1500041,131130,東京都,渋谷区,神南1-19-8　立勤労福祉会館1Ｆ,03-5422-3151,https://inclusion-art.jp/,,,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,正面入り口,有,有,175,無,6段×15,有,有,無,有,有,有,1,1F,無,,,無,有,有,無,,無,,無,,有,3,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,6,有,1,無,,無,,有,開館時間内,無,無,無,無,無,無,無,施設入口には車いす昇降機を設けています。また、施設は１フロアのみです。
トーキョーアーツアンドスペース本郷,2024/11/27,1130033,131059,東京都,文京区,本郷2-4-16,03-5689-5331,https://www.tokyoartsandspace.jp/location/hongo.html,,,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,入口,無,無,146,無,,無,無,無,無,無,有,1,1F,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,開館時間内,無,無,無,無,無,無,無,
東京都美術館,2021/3/31,1100007,131067,東京都,台東区,上野公園8-36,03-3823-6921,https://www.tobikan.jp,,,無,,有,,有,5,15,150,100,有,有,有,1,11,135,80,,,,3,15,150,90,,,,1,23,170,90,,,,,,,,,,,正面エントランス,有,無,200,無,,有,有,無,有,無,有,18,"B3F,LBF,1F,2F",有,8,"LBF,1F,2F",有,無,無,無,,無,,無,,有,1,無,,無,,無,,無,,無,,有,5,有,28,無,,無,,無,,有,2,無,,無,,有,開館時間内,無,無,無,無,無,無,有,券売は有人対応のみ
東京文化会館,2022/12/28,1100007,131067,東京都,台東区,上野公園5-45,03-3828-2111（代表）,https://www.t-bunka.jp/,,,無,,有,有（事前連絡により調整）,有,3,11,135,80,無,無,無,1,11,130,80,,,,,,,,,,,,,,,,,,,,,,,,,入口（JR上野駅側）,有,無,470,無,,有,有,無,有,無,有,2,1F,有,3,"1F,4F",無,無,無,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,有,5,無,,無,,無,,有,3,無,,無,,有,開館時間内,無,無,無,無,無,無,無,
東京芸術劇場,2024/11/27,1710021,131164,東京都,豊島区,西池袋1-8-1,03-5391-2111(代),https://www.geigeki.jp/,,,有,100,有,2,有,2,11,140,80,有,有,有,1,15,160,90,,,,1,11,135,80,,,,,,,,,,,,,,,,,,劇場通り側入口,有,有,182,無,劇場通り側入口：2段×13,有,有,有,有,有,有,10,"B2F,B1F,2F,5F,7F",有,10,"B2F,B1F,2F,5F,7F",有,有,無,無,,無,,有,1,有,2,無,,無,,無,,無,,無,,無,,有,13,無,,無,,無,,有,8,無,,無,,有,開館時間内,無,無,無,無,無,無,有,地下１階地下鉄連絡口に段差解消機、2階プレイハウス（中ホール）脇の階段に車いす用階段昇降機を設けています。
東京国際クルーズターミナル,2022/12/22,1350064,131083,東京都,江東区,青海二丁目地先,(03)5962-4391,https://www.tptc.co.jp/terminal/guide/cruise,35.617775,139.77111,有,25,有,1,有,3,30,205,180,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,有,172,無,,有,有,有,有,有,有,9,"1,2,3,4階",有,9,"1,2,3,4階",有,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,5,無,,無,,無,,有,5,無,,無,,有,開館時間に準じる　09:0017:00,無,無,無,無,無,無,有,施設出入口は172㎝×5か所
東京国立博物館（平成館）,2023/2/14,1100007,131067,東京都,台東区,上野公園13-9,050-5541-8600（ハローダイヤル）,https://www.tnm.jp/,,,無,,有,数,有,1,26,230,110,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,玄関,有,無,160,無,,有,無,無,無,有,有,2,１階１か所、２階１か所,有,1,１階,無,無,無,無,,無,,無,,有,あり,無,,無,,無,,無,,無,,有,あり,有,あり,無,,無,,無,あり（点訳版パンフレットを本館インフォメーションで配布）,有,あり（１階女子トイレ、２階女子トイレ、多目的トイレ合計３か所）,無,,無,,有,可,無,無,無,無,無,無,無,
東京国立博物館（東洋館）,2023/2/14,1100007,131067,東京都,台東区,上野公園13-9,050-5541-8600（ハローダイヤル）,https://www.tnm.jp/,,,無,,有,数,有,2,11,135,90,無,無,無,1,11,150,80,,,,1,56,230,220,,,,,,,,,,,,,,,,,,,有,無,200,無,,有,無,無,無,有,有,1,１階,有,1,１階,無,無,無,無,,無,,無,,有,あり,無,,無,,無,,無,,無,,有,あり,有,あり,無,,無,,無,あり（点訳版パンフレットを本館インフォメーションで配布）,有,あり（１階車椅子使用者対応トイレ１か所）,無,,無,,有,可,無,無,無,無,無,無,無,
東京国立博物館（法隆寺宝物館）,2023/2/14,1100007,131067,東京都,台東区,上野公園13-9,050-5541-8600（ハローダイヤル）,https://www.tnm.jp/,35.71863,139.77429,無,,有,数,有,1,13,150,90,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,玄関,有,有,98,無,,有,無,無,無,有,有,1,１階,無,,,無,無,無,無,,無,,無,,有,あり,無,,無,,無,,無,,無,,有,あり,有,あり,無,,無,,無,あり（点訳版パンフレットを本館インフォメーションで配布）,有,あり（１階男子トイレ、女子トイレ合計２か所）,無,,無,,無,可,無,無,無,無,無,無,無,
東京国立博物館（表慶館）,2023/2/14,1100007,131067,東京都,台東区,上野公園13-9,050-5541-8600（ハローダイヤル）,https://www.tnm.jp/,35.71851,139.77536,無,,有,数,有,1,11,135,80,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,玄関,有,有,130,無,,有,無,無,無,有,無,,,無,,,無,無,無,無,,無,,無,,無,あり,無,,無,,無,,無,,無,,無,なし（正門プラザ等での貸出は可）,無,なし（正門プラザ等での貸出は可）,無,,無,,無,あり（点訳版パンフレットを本館インフォメーションで配布）,無,,無,,無,,有,可,無,無,無,無,無,無,無,特別展等開催時のみ開館
東京国立博物館（黒田記念館）,2023/2/14,1100007,131067,東京都,台東区,上野公園13-9,050-5541-8600（ハローダイヤル）,https://www.tobunken.go.jp/kuroda/,35.71889,139.77337,無,,有,数,有,1,11,140,80,無,無,無,1,9,150,80,,,,,,,,,,,,,,,,,,,,,,,,,玄関（記念館）、カフェ入口（別館）,有,無,玄関：120cm 別館：80,無,5,無,無,無,無,有,有,2,１階,有,1,１階,無,無,無,無,,無,,無,,有,あり,無,,無,,無,,無,,無,,無,なし（正門プラザ等での貸出は可）,無,なし（正門プラザ等での貸出は可）,無,,無,,無,あり（点訳版パンフレットを本館インフォメーションで配布）,有,２（１階車椅子使用者対応トイレ２か所）,無,,無,,有,可,無,無,無,無,無,無,無,
東京国立博物館（資料館）,2023/2/14,1100007,131067,東京都,台東区,上野公園13-9,050-5541-8600（ハローダイヤル）,https://www.tnm.jp/modules/r_free_page/index.php?id=138,,,無,,有,数,有,1,11,130,80,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,正面玄関、東口,有,有,正面玄関：140cm　東口：83,無,,有,無,無,無,有,有,1,１階,無,,,無,無,無,無,,無,,無,,有,あり,無,,無,,無,,無,,無,,有,あり,有,あり,無,,無,,無,あり（点訳版パンフレットを本館インフォメーションで配布）,有,あり（１階車椅子使用者対応トイレ１か所）,無,,無,,有,可,無,無,無,無,無,無,無,
東京国立博物館（正門プラザ）,2023/2/14,1100007,131067,東京都,台東区,上野公園13-9,050-5541-8600（ハローダイヤル）,https://www.tnm.jp/,35.71745,139.77591,無,,有,数,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,入口,有,有,175,無,,無,無,無,無,有,有,2,１階,有,1,１階,無,無,無,無,,無,,無,,有,あり,無,,無,,無,,無,,無,,有,あり,有,あり,無,,無,,無,あり（点訳版パンフレットを本館インフォメーションで配布）,有,あり（１階車椅子使用者対応トイレ内１か所）,無,,無,,有,可,無,無,無,無,無,無,有,
東京都パラスポーツトレーニングセンター,2023/12/1,1820032,132080,東京都,調布市,西町376-3,(042)443-2850,https://tokyo-ptc.jp/,35.6642546,139.5281269,有,50,有,10,有,1,23,205,130,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,,無,無,有,有,有,有,有,有,3,"1F,BF",有,3,"1F,BF",無,無,無,無,,無,,無,,有,1,無,,有,有<br>※透明ディスプレイ,無,無,無,無,無,無,無,無,無,無,有,2,無,無,無,無,有,1,無,,有,可,有,可,無,無,無,無,無,無,無,駐車場：味の素スタジアム本体下駐車場300台
livedoor URBAN SPORTS PARK,2024/11/15,1350063,131083,東京都,江東区,有明1丁目13-7,(03)5500-8835,https://ariake-usp.com/,35.6401,139.78658,有,86,有,2,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,2,1F,有,3,1F,無,無,無,無,,無,,無,,有,2,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,有,2,有,1,無,,無,,有,2,無,,無,,無,開館時間内,無,無,無,無,無,無,無,
